# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (in),CG location (in),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (in),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
108.114,451.415,-20.143,0.021,20.144,0.12,-29.997,0.093,29.997,179.822,2.037,0.118,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.06,4.22e6,0,242.257,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.858,12,959.125,338.571,0.5,0.629
108.614,441.345,-20.133,0.021,20.134,0.133,-30.999,0.093,30.999,179.828,1.971,0.131,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.059,4.222e6,0,242.259,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.772,12.066,960.307,338.611,0.5,0.629
109.114,431.281,-20.123,0.019,20.123,0.02,-31.985,0.093,31.985,179.833,1.972,0.003,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.059,4.223e6,0,242.212,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.982,12.131,961.488,338.65,0.5,0.629
109.614,421.222,-20.114,0.02,20.114,0.022,-32.97,0.093,32.97,179.838,1.968,0.009,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.059,4.224e6,0,242.219,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.959,12.197,962.668,338.69,0.5,0.63
110.114,411.168,-20.103,0.021,20.104,0.119,-33.939,0.093,33.939,179.843,1.909,0.117,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.059,4.226e6,0,242.256,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.732,12.262,963.848,338.73,0.5,0.63
110.614,401.119,-20.093,0.02,20.094,0.126,-34.878,0.093,34.878,179.848,1.847,0.125,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.059,4.227e6,0,242.253,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.659,12.327,965.027,338.769,0.5,0.63
111.114,391.075,-20.083,0.02,20.084,0.112,-35.815,0.093,35.815,179.852,1.902,0.11,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.059,4.228e6,0,242.244,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.078,12.393,966.205,338.809,0.5,0.63
111.614,381.036,-20.073,0.019,20.074,0.028,-36.764,0.092,36.764,179.856,1.892,0.02,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.059,4.23e6,0,242.211,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.866,12.458,967.383,338.848,0.5,0.63
112.114,371.001,-20.064,0.02,20.064,0.042,-37.714,0.092,37.714,179.86,1.911,0.037,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.059,4.231e6,0,242.221,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.974,12.523,968.561,338.888,0.5,0.63
112.614,360.972,-20.053,0.021,20.055,0.162,-38.69,0.092,38.69,179.864,1.991,0.161,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.059,4.232e6,0,242.287,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.244,12.588,969.738,338.928,0.5,0.631
113.114,350.948,-20.044,0.019,20.044,0.019,-39.685,0.092,39.685,179.867,1.99,0.002,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.059,4.234e6,0,242.205,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.993,12.654,970.914,338.967,0.5,0.631
113.614,340.928,-20.034,0.02,20.035,0.108,-40.693,0.092,40.693,179.871,2.043,0.106,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.059,4.235e6,0,242.244,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.213,12.719,972.09,339.007,0.5,0.631
114.114,330.914,-20.024,0.02,20.025,0.103,-41.702,0.092,41.702,179.874,1.993,0.101,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.059,4.236e6,0,242.236,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.842,12.784,973.265,339.046,0.5,0.631
114.614,320.904,-20.014,0.02,20.015,0.105,-42.711,0.092,42.712,179.877,2.044,0.103,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.059,4.238e6,0,242.239,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.209,12.849,974.439,339.085,0.5,0.631
115.114,310.9,-20.005,0.019,20.005,0.079,-43.724,0.091,43.724,179.88,2.006,0.077,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.059,4.239e6,0,242.223,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.893,12.914,975.613,339.125,0.5,0.631
115.614,300.9,-19.995,0.019,19.995,0.052,-44.733,0.091,44.733,179.883,2.03,0.048,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.059,4.24e6,0,242.218,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.109,12.979,976.787,339.164,0.5,0.631
116.114,290.905,-19.985,0.019,19.985,0.066,-45.74,0.091,45.74,179.886,1.998,0.063,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.059,4.241e6,0,242.224,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.907,13.044,977.959,339.204,0.5,0.632
116.121,290.771,-19.485,73.944,19.485,73.944,-45.754,0.091,45.754,179.886,1.999,0.127,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.059,4.139e6,0,2067.431,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.029,13.109,979.132,339.243,0.007,0.632
116.122,290.74,-19.371,69.806,19.371,69.806,-45.757,0.091,45.757,179.886,2,0.112,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.057,4.114e6,0,1965.276,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.027,13.11,979.147,339.244,0.002,0.632
116.124,290.706,-19.25,68.877,19.25,68.877,-45.76,0.091,45.76,179.886,2,0.108,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.057,4.089e6,0,1942.33,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.027,13.11,979.151,339.244,0.002,0.632
116.126,290.671,-19.128,67.896,19.128,67.896,-45.764,0.091,45.764,179.886,2,0.105,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.057,4.063e6,0,1918.116,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.026,13.11,979.155,339.244,0.002,0.632
116.128,290.636,-19.006,66.917,19.006,66.917,-45.768,0.091,45.768,179.886,2,0.101,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.056,4.037e6,0,1893.93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.026,13.111,979.159,339.244,0.002,0.632
116.13,290.601,-18.882,65.937,18.882,65.937,-45.771,0.091,45.771,179.886,2,0.097,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.056,4.011e6,0,1869.751,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.025,13.111,979.163,339.244,0.002,0.633
116.132,290.565,-18.758,64.958,18.758,64.958,-45.775,0.091,45.775,179.886,2,0.094,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.056,3.984e6,0,1845.579,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.025,13.111,979.167,339.244,0.002,0.633
116.133,290.529,-18.633,63.98,18.633,63.98,-45.779,0.091,45.779,179.886,2.001,0.09,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.055,3.958e6,0,1821.414,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.024,13.111,979.172,339.244,0.002,0.633
116.135,290.491,-18.508,63.001,18.508,63.001,-45.783,0.091,45.783,179.886,2.001,0.086,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.055,3.931e6,0,1797.257,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.023,13.112,979.176,339.245,0.002,0.633
116.137,290.454,-18.381,62.023,18.381,62.023,-45.787,0.091,45.787,179.886,2.001,0.083,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.055,3.904e6,0,1773.107,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.023,13.112,979.18,339.245,0.002,0.633
116.14,290.416,-18.254,61.045,18.254,61.045,-45.791,0.091,45.791,179.886,2.001,0.079,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.054,3.877e6,0,1748.965,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.022,13.112,979.185,339.245,0.002,0.633
116.142,290.377,-18.126,60.068,18.126,60.068,-45.796,0.091,45.796,179.886,2.001,0.075,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.054,3.85e6,0,1724.832,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.021,13.112,979.189,339.245,0.002,0.634
116.144,290.337,-17.997,59.091,17.997,59.091,-45.8,0.091,45.8,179.886,2.001,0.072,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.053,3.823e6,0,1700.706,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.021,13.113,979.194,339.245,0.002,0.634
116.146,290.297,-17.867,58.114,17.867,58.114,-45.804,0.091,45.804,179.886,2.002,0.068,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.053,3.795e6,0,1676.589,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.02,13.113,979.198,339.245,0.002,0.634
116.148,290.257,-17.736,57.138,17.736,57.138,-45.809,0.091,45.809,179.886,2.002,0.065,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.053,3.767e6,0,1652.481,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.019,13.113,979.203,339.245,0.002,0.634
116.151,290.215,-17.604,56.162,17.604,56.162,-45.814,0.091,45.814,179.886,2.002,0.061,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.052,3.739e6,0,1628.382,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.019,13.113,979.208,339.246,0.002,0.634
116.153,290.173,-17.472,55.186,17.472,55.186,-45.818,0.091,45.819,179.886,2.002,0.058,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.052,3.711e6,0,1604.293,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.018,13.114,979.213,339.246,0.002,0.634
116.156,290.13,-17.338,54.211,17.338,54.211,-45.823,0.091,45.823,179.886,2.002,0.055,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.052,3.683e6,0,1580.213,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.018,13.114,979.218,339.246,0.002,0.634
116.158,290.086,-17.204,53.236,17.204,53.236,-45.828,0.091,45.829,179.886,2.002,0.053,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.051,3.654e6,0,1556.143,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.017,13.114,979.223,339.246,0.003,0.635
116.161,290.042,-17.068,52.261,17.068,52.261,-45.834,0.091,45.834,179.886,2.002,0.05,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.051,3.625e6,0,1532.084,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.017,13.114,979.228,339.246,0.003,0.635
116.163,289.997,-16.931,51.287,16.931,51.287,-45.839,0.091,45.839,179.886,2.003,0.047,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.05,3.596e6,0,1508.035,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.016,13.115,979.233,339.246,0.003,0.635
116.166,289.951,-16.794,50.314,16.794,50.314,-45.844,0.091,45.845,179.886,2.003,0.045,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.05,3.567e6,0,1483.998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.016,13.115,979.238,339.247,0.003,0.635
116.169,289.904,-16.655,49.341,16.655,49.341,-45.85,0.091,45.85,179.886,2.003,0.042,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.05,3.538e6,0,1459.971,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.015,13.115,979.244,339.247,0.003,0.635
116.172,289.856,-16.515,48.368,16.515,48.368,-45.856,0.091,45.856,179.886,2.003,0.04,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.049,3.508e6,0,1435.957,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.015,13.116,979.249,339.247,0.003,0.635
116.175,289.807,-16.374,47.396,16.374,47.396,-45.862,0.091,45.862,179.886,2.003,0.037,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.049,3.478e6,0,1411.955,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.014,13.116,979.255,339.247,0.003,0.635
116.178,289.757,-16.232,46.424,16.232,46.424,-45.868,0.091,45.868,179.886,2.003,0.035,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.048,3.448e6,0,1387.966,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.014,13.116,979.261,339.247,0.003,0.636
116.181,289.706,-16.089,45.453,16.089,45.453,-45.874,0.091,45.874,179.886,2.003,0.032,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.048,3.418e6,0,1363.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.013,13.117,979.266,339.248,0.003,0.636
116.184,289.654,-15.944,44.483,15.944,44.483,-45.881,0.091,45.881,179.886,2.003,0.03,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.047,3.387e6,0,1340.028,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.013,13.117,979.272,339.248,0.003,0.636
116.188,289.601,-15.799,43.513,15.799,43.513,-45.887,0.091,45.888,179.886,2.003,0.027,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.047,3.356e6,0,1316.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.012,13.117,979.278,339.248,0.003,0.636
116.191,289.546,-15.652,42.543,15.652,42.543,-45.894,0.091,45.894,179.886,2.003,0.025,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.047,3.325e6,0,1292.147,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.011,13.118,979.285,339.248,0.003,0.636
116.195,289.491,-15.504,41.575,15.504,41.575,-45.902,0.091,45.902,179.886,2.004,0.022,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.046,3.293e6,0,1268.229,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.011,13.118,979.291,339.248,0.004,0.636
116.198,289.434,-15.354,40.607,15.354,40.607,-45.909,0.091,45.909,179.886,2.004,0.019,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.046,3.261e6,0,1244.328,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.01,13.118,979.298,339.249,0.004,0.636
116.202,289.376,-15.203,39.639,15.203,39.639,-45.917,0.091,45.917,179.886,2.004,0.017,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.045,3.229e6,0,1220.443,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.009,13.119,979.304,339.249,0.004,0.637
116.206,289.316,-15.051,38.673,15.051,38.673,-45.924,0.091,45.925,179.886,2.004,0.022,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.045,3.197e6,0,1196.576,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.011,13.119,979.311,339.249,0.004,0.637
116.21,289.255,-14.897,37.707,14.897,37.707,-45.933,0.091,45.933,179.886,2.004,0.033,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.044,3.164e6,0,1172.727,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.015,13.119,979.318,339.249,0.004,0.637
116.214,289.193,-14.742,36.742,14.742,36.742,-45.941,0.091,45.941,179.886,2.004,0.044,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.044,3.131e6,0,1148.899,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.019,13.12,979.325,339.25,0.004,0.637
116.219,289.128,-14.585,35.777,14.585,35.777,-45.95,0.091,45.95,179.886,2.004,0.055,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.043,3.098e6,0,1125.091,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.023,13.12,979.333,339.25,0.004,0.637
116.223,289.062,-14.427,34.814,14.427,34.814,-45.959,0.091,45.959,179.886,2.005,0.067,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.043,3.065e6,0,1101.303,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.027,13.121,979.34,339.25,0.005,0.637
116.228,288.995,-14.267,33.851,14.267,33.851,-45.968,0.091,45.969,179.886,2.005,0.078,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.043,3.031e6,0,1077.538,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.031,13.121,979.348,339.25,0.005,0.637
116.233,288.925,-14.105,32.89,14.105,32.89,-45.978,0.091,45.978,179.886,2.005,0.089,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.042,2.996e6,0,1053.796,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.035,13.122,979.356,339.251,0.005,0.638
116.238,288.853,-13.942,31.929,13.942,31.929,-45.989,0.091,45.989,179.886,2.006,0.1,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.042,2.962e6,0,1030.078,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.04,13.122,979.364,339.251,0.005,0.638
116.243,288.78,-13.777,30.969,13.777,30.97,-45.999,0.091,45.999,179.886,2.007,0.112,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.041,2.927e6,0,1006.386,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.045,13.122,979.372,339.251,0.005,0.638
116.249,288.703,-13.61,30.011,13.611,30.011,-46.01,0.091,46.01,179.886,2.007,0.123,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.041,2.891e6,0,982.721,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.05,13.123,979.381,339.251,0.006,0.638
